meet_id,meet_name,meet_date,meet_country
3442,East Coast Challenge,11/22/1997,Australia
3443,East Coast Challenge & Bench Press Championships,11/25/1995,Australia
3444,East Coast Championships,3/29/2014,USA
3445,East Midland Masters Juniors and Novices,7/4/2009,England
3446,East Midlands Classic,1/25/2015,England
3447,East Midlands Classic,1/31/2016,UK
3448,East Midlands Classic,4/7/2019,UK
3449,East Midlands Classic Powerlifting Championships,2/7/2010,England
3450,East Midlands Classic Powerlifting Championships,2/6/2011,England
3451,East Midlands Classic Powerlifting Championships,2/14/2014,England
3452,East Midlands Classic Qualifier,4/26/2014,England
3453,East Midlands Divisional,11/22/2014,England
3454,East Midlands Divisional Championships,12/7/2003,England
3455,East Midlands Divisional Powerlifting Championships,12/11/2005,England
3456,East Midlands Divisional Powerlifting Championships,11/26/2006,England
3457,East Midlands Divisional Powerlifting Championships,12/2/2007,England
3458,East Midlands Divisional Powerlifting Championships,12/7/2008,England
3459,East Midlands Equipped Championships,11/26/2017,England
3460,East Midlands Farm Qualifier,6/4/2016,England
3461,East Midlands Full Power,3/30/2019,UK
3462,East Midlands Juniors Masters and Novices Championships,7/26/2008,England
3463,East Midlands Juniors Masters and Novices Championships,8/18/2018,England
3464,East Midlands Juniors Masters and Novices Powerlifting Championships,7/30/2005,England
3465,East Midlands Juniors Masters and Novices Powerlifting Championships,7/22/2006,England
3466,East Midlands Juniors Novices and Masters Powerlifting Championships,7/27/2013,England
3467,East Midlands Ladies Classic Powerlifting Championships,2/5/2017,England
3468,East Midlands Ladies' Qualifier,12/9/2018,England
3469,East Midlands Master Juniors & Novices,8/12/2017,UK
3470,East Midlands Masters Juniors & Novice Powerlifting Championships,7/23/2011,England
3471,East Midlands Masters Juniors & Novices Powerlifting Championships,7/19/2014,England
3472,East Midlands Masters Juniors and Novice Championships,7/18/2015,England
3473,East Midlands Masters Juniors and Novices,7/30/2016,England
3474,East Midlands Masters Novice and Junior Powerlifting Championships,7/24/2010,England
3475,East Midlands Men's Classic Championships,1/29/2017,England
3476,East Midlands Men's Open Powerlifting Championships,1/28/2018,England
3477,East Midlands Open Powerlifting Championship,12/11/2016,England
3478,East Midlands Powerlifting Championships,11/9/2009,England
3479,East Midlands Powerlifting Championships,11/28/2010,England
3480,East Midlands Powerlifting Championships,11/27/2011,England
3481,East Midlands Powerlifting Championships,12/2/2012,England
3482,East Midlands Powerlifting Championships,11/17/2013,England
3483,East Midlands Powerlifting Championships,11/25/2018,England
3484,East Midlands Qualifier,3/31/2018,England
3485,East Midlands Qualifier,12/8/2018,UK
3486,East Midlands Senior Powerlifting Championships,12/11/2015,England
3487,East Midlands Unequipped Championships,2/10/2013,England
3488,East Midlands Unequipped Divisional Powerlifting Championships,3/12/2006,England
3489,East Midlands Unequipped Powerlifting Championships,2/20/2005,England
3490,East Midlands Unequipped Powerlifting Championships,2/4/2007,England
3491,East Midlands Unequipped Powerlifting Championships,2/10/2008,England
3492,East Midlands Unequipped Powerlifting Championships,2/8/2009,England
3493,East Midlands Unequipped Powerlifting Championships,2/5/2012,England
3494,East Midlands Women's Classic Powerlifting Championships,2/4/2018,England
3495,East Regional High School Qualifier,1/5/2019,USA
3496,East Teaxas Chamionship Meet,2/19/2011,USA
3497,East Tennessee Sports Expo,9/13/2008,USA
3498,East Tennessee Sports Expo,10/17/2009,USA
3499,East Texas Open,8/20/2016,USA
3500,East Texas Open,5/5/2018,USA
3501,East Texas Power Lifting Championship,2/27/2016,USA
3502,EAST TEXAS POWERLIFTING CHAMPIONSHIP,2/18/2017,USA
3503,East Texas Powerlifting Championships,2/20/2010,USA
3504,East Texas Powerlifting Championships,2/24/2012,USA
3505,East Texas Powerlifting Championships,2/23/2013,USA
3506,East Texas Powerlifting Championships,2/28/2015,USA
3507,East View,2/16/2013,USA
3508,East View High School 1st Annual Mini Meet,2/7/2014,USA
3509,East View Patriot Classic,2/11/2017,USA
3510,East View Patriot Classic,2/8/2018,USA
3511,East View Powerlifting Classic,2/15/2014,USA
3512,East View Powerlifting Classic,2/14/2015,USA
3513,East View Powerlifting Classic,2/13/2016,USA
3514,Eastbourne Last Chance Qualifier,9/25/2016,England
3515,Eastbourne Novice Competition and Qualifier,10/3/2015,England
3516,Eastbourne Qualifier,8/12/2017,England
3517,Eastbourne Qualifier,2/18/2018,England
3518,Easter Open,3/31/2018,USA
3519,Eastern America Classic,10/3/1981,USA
3520,Eastern Canada Regional Opener,3/4/2017,Canada
3521,Eastern European Championships,10/19/2018,Russia
3522,Eastern Florida Open,3/3/2017,USA
3523,Eastern Grading Competition,2/15/1998,Australia
3524,Eastern Regional Open,3/22/2014,USA
3525,EASTERN REGIONALS,3/21/2015,USA
3526,Eastern Tennessee Classic,5/30/2015,USA
3527,Eastern Zone Grading Competition,2/18/1996,Australia
3528,Eastern/Western European Meet,11/5/1983,Czechia
3529,Eaton Invitational,1/13/2016,USA
3530,Eaton Invitational,1/12/2017,USA
3531,Eaton Power Lifting Meet,2/13/2019,USA
3532,Eau Claire Open,11/4/2017,USA
3533,Eau Claire Open,11/10/2018,USA
3534,EC Hornet Invitational,2/9/2019,USA
3535,EC Hornet Invitational LBQ,2/24/2018,USA
3536,Eddie Lucio Powerlifting Classic,1/14/2016,USA
3537,Edgewood Invitational,1/31/2015,USA
3538,Edgewood Invitational,1/9/2016,USA
3539,Edgewood Invitational,1/7/2017,USA
3540,Edgewood Invitational Powerlifting Meet,1/5/2013,USA
3541,Edgewood Invitational Powerlifting Meet,1/4/2014,USA
3542,Edinburg C.I.S.D Power Lifting Meet,1/13/2018,USA
3543,Edinburg CISD Invitational,1/12/2019,USA
3544,Edinburg Invitational,1/28/2017,USA
3545,Edinburg Vela HS Powerlifting Meet,2/13/2016,USA
3546,Edna Invitational,1/29/2011,USA
3547,Edna Invitational,1/21/2017,USA
3548,Edna Invitational,1/12/2019,USA
3549,Edna Powerlifting Meet,1/30/2010,USA
3550,Edward S. Hudson Memorial,11/8/1986,USA
3551,Edward S. Hudson Memorial,11/7/1987,USA
3552,EE Invitational,1/3/2018,USA
3553,E-E Powerlifting Invitational,1/25/2014,USA
3554,Ehime National Athletic Competition,9/9/2017,Japan
3555,El Cajon Open,5/16/2015,USA
3556,El Cajon Open,12/5/2015,USA
3557,El Chuco Steel Classic,10/22/2016,USA
3558,El Paso Iron Open,9/2/2017,USA
3559,El Paso Iron Open,8/18/2018,USA
3560,Eldorado Invitational,2/9/2013,USA
3561,Eldorado Invitational,2/1/2014,USA
3562,Eldorado Invitational,1/13/2018,USA
3563,Eldorado Invitational,1/26/2019,USA
3564,Eldorado Powerlifting Meet,2/8/2012,USA
3565,Eldorado Tri Meet,1/27/2018,USA
3566,Electra Barbell Classic,2/9/2019,USA
3567,Electra Tiger Powerlifting Meet,2/3/2018,USA
3568,Elevate Barbell Championship,3/16/2019,USA
3569,Elgin Invitational Meet,1/30/2010,USA
3570,Elgin Wildcat Invitational,1/25/2011,USA
3571,Elgin Wildcat Invitational,1/31/2015,USA
3572,Elgin Wildcat Invitational,1/29/2016,USA
3573,Elgin Wildcat Invitational,1/28/2017,USA
3574,Elgin Wildcat Invitational,1/27/2018,USA
3575,Elgin Wildcat Invitational,1/26/2019,USA
3576,Elite Barbell Invitational,2/20/2010,USA
3577,Elite Fall Classic,9/28/2013,USA
3578,Elite Fall Classic,10/4/2014,USA
3579,Elite Finals,3/4/2016,USA
3580,Elite Fitness Open,7/28/2018,USA
3581,Elite Nationals,3/24/1996,USA
3582,Elite Physique Open,12/8/2018,USA
3583,Elite Sports & Fitness High School PL Open,2/8/2014,USA
3584,Elite Spring Challenge District 7 Regionals,4/16/2016,USA
3585,Elite/Pro Open,3/3/2013,USA
3586,Elitestevne,6/22/1991,Norway
3587,Elk Invitational,2/20/2010,USA
3588,ELK POWERLIFTING INVITATIONAL,1/15/2015,USA
3589,Elkhart Invitational,1/12/2013,USA
3590,Elkhart Invitational,1/11/2014,USA
3591,Elkhart Invitational,1/10/2015,USA
3592,Elkhart Invitational,1/23/2016,USA
3593,Elkhart Invitational,1/14/2017,USA
3594,Elkhart Invitational,1/13/2018,USA
3595,Elkhart Invitational Meet,1/17/2019,USA
3596,Elkhart Meet,2/19/2015,USA
3597,Elkhart Meet 2,2/5/2016,USA
3598,Elkhart Powerlifting Invintational,1/21/2010,USA
3599,Elkhart Quad,2/9/2017,USA
3600,Elysain Fields Invitational,1/16/2010,USA
3601,Elysian Fields High School Invitational,2/2/2013,USA
3602,Elysian Fields Power Lifting Meet,1/22/2011,USA
3603,Elysian Fields Power Lifting Meet,1/21/2012,USA
3604,EM Anglian Open,4/9/2017,England
3605,Emory Rains Invitational,1/27/2018,USA
3606,Emory Rains Invitational,1/26/2019,USA
3607,Emory Rains Wildcat Invitational,2/4/2017,USA
3608,Empire Classic,4/22/2017,USA
3609,Empire Classic,4/14/2018,USA
3610,Empire Classic,4/13/2019,USA
3611,Empire Classic Powerlifting Championships,5/7/2016,USA
3612,Empire of Renegades,6/3/2017,USA
3613,End of Millenium Extravaganza,12/1/1999,Australia
3614,End of Summer Bash,8/6/2016,USA
3615,End of Year Cup,12/8/2018,Australia
3616,Endkampf DMM KDK,5/24/2014,Germany
3617,Endkampf DMM Kraftdreikampf,5/30/2015,Germany
3618,Energy New Year Open,1/16/2016,USA
3619,English Inter-Divisional,7/29/2018,England
3620,Ennis High School,2/25/2010,USA
3621,EPC Finals,12/12/2017,Canada
3622,EPC Finals,11/24/2018,Canada
3623,EPC Strength Showdown,9/9/2017,Canada
3624,Equinox Open,4/12/2014,USA
3625,Equinox Open,4/11/2015,USA
3626,Equinox Open,4/16/2016,USA
3627,Equinox Open,12/9/2017,USA
3628,Equipped Classic,12/9/2013,Australia
3629,Equipped Classic,11/30/2014,Australia
3630,Equipped National Championships,8/12/2017,Australia
3631,Equipped National Championships,8/3/2018,Australia
3632,Equipped National Championships,10/20/2018,New Zealand
3633,Equipped Nationals,6/26/2015,USA
3634,Equipped Nationals,5/27/2016,USA
3635,Equipped Nationals,6/15/2017,USA
3636,Equipped Nationals,6/8/2018,USA
3637,Equipped Nationals,9/15/2018,Slovenia
3638,Ernie Frantz Squat Invitational,2/17/2018,USA
3639,Essex Championships,10/28/2018,England
3640,Essex County Championships,6/12/2016,England
3641,Essex County Championships,6/11/2017,England
3642,Et Tu Brute Strength,3/24/2018,USA
3643,ETpc,2/22/2014,USA
3644,Eurasian Championship,2/17/2017,Russia
3645,Eurasian Championships,3/31/2018,Russia
3646,Eurasian Cup,11/1/2014,Russia
3647,Eurasian Open Championships,5/1/2016,Russia
3648,Eurolifting,5/28/2011,Russia
3649,Europa,4/27/2012,USA
3650,Europa,4/19/2013,USA
3651,Europa,4/11/2014,USA
3652,Europa Show of Champions Bench Press & Powerlifting Championships,4/18/2009,USA
3653,European & Asian Championships,11/5/2011,Ukraine
3654,European Bench Press & Powerlifting Championships,5/28/2011,Ukraine
3655,European Championship,4/20/2017,Russia
3656,European Championships,12/2/1990,England
3657,European Championships,6/16/2006,Austria
3658,European Championships,7/6/2007,Austria
3659,European Championships,6/11/2008,Slovakia
3660,European Championships,5/27/2009,Germany
3661,European Championships,6/26/2009,Netherlands
3662,European Championships,5/25/2010,Austria
3663,European Championships,6/25/2011,Czechia
3664,European Championships,4/21/2012,Ukraine
3665,European Championships,4/29/2012,Ukraine
3666,European Championships,4/27/2013,Ukraine
3667,European Championships,6/21/2013,Austria
3668,European Championships,6/16/2015,Czechia
3669,European Championships,6/2/2017,Russia
3670,European Championships,7/3/2017,Finland
3671,European Championships,4/27/2018,Russia
3672,European Championships,5/25/2018,Russia
3673,European Championships,6/13/2018,Poland
3674,European Championships,6/25/2018,France
3675,European Championships,7/1/2018,Germany
3676,European Classic Championships,11/24/2018,Lithuania
3677,European Classic Cup,12/1/2017,Spain
3678,European Classic Powerlifting Championships,3/5/2016,Estonia
3679,European Classic Powerlifting Championships,3/12/2017,Denmark
3680,European Classic Powerlifting Cup,2/3/2016,Spain
3681,European Equipped Powerlifting Championships,5/8/2017,Spain
3682,European Junior & Sub-Junior Powerlifting Championships,6/11/2011,England
3683,European Junior Powerlifitng Championships,6/14/2001,France
3684,European Junior Powerlifting Championships,6/15/2000,Bulgaria
3685,European Junior Powerlifting Championships,6/16/2005,Ukraine
3686,European Junior Powerlifting Championships,6/9/2009,Sweden
3687,European Juniors & Sub-Juniors Powerlifting Championships,6/5/2012,Denmark
3688,European Juniors Powerlifting Championship,6/10/2008,Ukraine
3689,European Juniors Powerlifting Championships,6/20/1986,UK
3690,European Juniors Powerlifting Championships,7/19/1987,Italy
3691,European Juniors Powerlifting Championships,6/14/1991,Austria
3692,European Juniors Powerlifting Championships,6/14/1992,Hungary
3693,European Juniors Powerlifting Championships,6/10/1993,Belgium
3694,European Juniors Powerlifting Championships,9/3/1994,England
3695,European Juniors Powerlifting Championships,9/15/1995,Russia
3696,European Juniors Powerlifting Championships,6/10/1996,Czechia
3697,European Juniors Powerlifting Championships,6/15/1997,Poland
3698,European Juniors Powerlifting Championships,5/18/1998,Russia
3699,European Juniors Powerlifting Championships,6/9/1999,Poland
3700,European Juniors Powerlifting Championships,5/19/2002,Hungary
3701,European Juniors Powerlifting Championships,6/12/2003,Czechia
3702,European Juniors Powerlifting Championships,6/17/2004,Bulgaria
3703,European Juniors Powerlifting Championships,6/14/2006,Slovakia
3704,European Juniors Powerlifting Championships,6/12/2007,Bulgaria
3705,European Juniors Powerlifting Championships,6/8/2010,Norway
3706,European Masters Championships,7/11/2017,Czechia
3707,European Masters Championships,7/3/2018,Czechia
3708,European Masters Classic Powerlifting Championships,3/6/2018,Sweden
3709,European Masters Men's Classic Championships,3/5/2019,Hungary
3710,European Masters Powerlifting Championships,7/5/1992,Slovakia
3711,European Masters Powerlifting Championships,7/6/1995,Spain
3712,European Masters Powerlifting Championships,7/4/1996,Hungary
3713,European Masters Powerlifting Championships,7/3/1997,Lithuania
3714,European Masters Powerlifting Championships,7/22/1998,Czechia
3715,European Masters Powerlifting Championships,7/13/1999,Luxembourg
3716,European Masters Powerlifting Championships,7/5/2000,Hungary
3717,European Masters Powerlifting Championships,7/4/2001,Slovakia
3718,European Masters Powerlifting Championships,7/3/2002,Ukraine
3719,European Masters Powerlifting Championships,7/2/2003,Hungary
3720,European Masters Powerlifting Championships,7/7/2004,Czechia
3721,European Masters Powerlifting Championships,7/7/2005,Slovakia
3722,European Masters Powerlifting Championships,7/5/2006,Czechia
3723,European Masters Powerlifting Championships,7/3/2007,Czechia
3724,European Masters Powerlifting Championships,7/1/2008,Luxembourg
3725,European Masters Powerlifting Championships,6/23/2009,Czechia
3726,European Masters Powerlifting Championships,6/22/2010,Czechia
3727,European Masters Powerlifting Championships,7/5/2011,Czechia
3728,European Masters Powerlifting Championships,7/17/2012,Czechia
3729,European Masters Powerlifting Championships,7/9/2013,Luxembourg
3730,European Masters Powerlifting Championships,7/8/2014,Czechia
3731,European Masters Powerlifting Championships,7/14/2015,Czechia
3732,European Masters Powerlifting Championships,7/12/2016,Czechia
3733,European Masters Women's Classic Championships,3/5/2019,Hungary
3734,European Men's Championships,5/6/2018,Czechia
3735,European Open Men's Championships,5/6/2015,Germany
3736,European Open Powerlifting Championships,5/4/2010,Sweden
3737,European Open Powerlifting Championships,5/3/2011,Czechia
3738,European Open Powerlifting Championships,5/8/2012,Ukraine
3739,European Open Powerlifting Championships,5/7/2013,Czechia
3740,European Open Powerlifting Championships,5/7/2014,Bulgaria
3741,European Open Powerlifting Championships,5/11/2016,Czechia
3742,European Open Women's Championships,5/6/2015,Germany
3743,European Powerlifting and Bench Press Championships,6/21/2006,Austria
3744,European Powerlifting and Bench Press Championships,6/22/2007,Wales
3745,European Powerlifting Championships,5/9/2006,Czechia
3746,European Powerlifting Championships,5/8/2007,Poland
3747,European Powerlifting Championships,5/6/2008,Czechia
3748,European Powerlifting Championships,5/5/2009,Finland
3749,European Powerlifting Championships,4/21/2016,Russia
3750,European Powerlifting Championships,5/5/2018,England
3751,European RAW Powerlifting and Bench Press Championship,5/14/2010,Russia
3752,European Sub-Junior & Junior Powerlifting Championships,4/7/2015,Hungary
3753,European Sub-Juniors & Juniors Championships,4/9/2014,Russia
3754,European Sub-Juniors & Juniors Championships,4/14/2016,Spain
3755,European Sub-Juniors & Juniors Powerlifting Championships,4/9/2013,Czechia
3756,European Union Cup,6/15/1995,Denmark
3757,European Union Cup,7/19/1997,Luxembourg
3758,European Union Cup,8/15/1998,Belgium
3759,European Union Cup,7/23/1999,France
3760,European Women's Championships,5/6/2018,Czechia
3761,European-Union Cup,7/22/2000,Ireland
3762,European-Union Cup,7/28/2001,England
3763,European-Union Cup,7/20/2002,Netherlands
3764,European-Union Cup,6/18/2003,France
3765,Evansville Powerlifting Classic,2/6/2016,USA
3766,Evergreen State Open Championships,11/19/2016,USA
3767,Evolution,6/9/2018,Canada
3768,Evolve Fitness Fall Classic,10/3/2015,USA
3769,Exile Open,3/18/2017,USA
3770,Exile Open,4/7/2018,USA
3771,Explosive Mechanics Day of Mayhem,4/23/2016,USA
3772,Explosive Sports Powerlifting Meet,1/31/2015,USA
3773,Exraliga ČR v Silovém Trojboji III,11/6/1993,Czechia
3774,Extraliga ČR I,9/29/1996,Czechia
3775,Extraliga ČR I,9/27/1997,Czechia
3776,Extraliga ČR I,9/19/1998,Czechia
3777,Extraliga ČR I,9/25/1999,Czechia
3778,Extraliga ČR I,9/21/2002,Czechia
3779,Extraliga ČR II,10/26/1996,Czechia
3780,Extraliga ČR II,1/29/1997,Czechia
3781,Extraliga ČR II,10/31/1998,Czechia
3782,Extraliga ČR II,10/30/1999,Czechia
3783,Extraliga ČR II,10/26/2002,Czechia
3784,Extraliga ČR v Silovém Trojboji I,9/11/1993,Czechia
3785,Extraliga ČR v Silovém Trojboji II,10/9/1993,Czechia
3786,Extraliga CR Druzstev II,9/23/2000,Czechia
3787,Extraliga CR Druzstev II,10/28/2000,Czechia
3788,Extraliga Družstev ČR II,9/22/2001,Czechia
3789,Extraliga Družstev ČR II,10/27/2001,Czechia
3790,Extraliga Družstev I,10/16/2010,Czechia
3791,Extraliga Družstev I,10/15/2011,Czechia
3792,Extraliga Družstev II,11/20/2010,Czechia
3793,Extraliga Družstev II,11/19/2011,Czechia
3794,Extraliga I,9/18/2004,Czechia
3795,Extraliga I,10/2/2005,Czechia
3796,Extraliga I,10/13/2012,Czechia
3797,Extraliga I,10/12/2013,Czechia
3798,Extraliga II,11/5/2004,Czechia
3799,Extraliga II,11/19/2005,Czechia
3800,Extraliga II,11/24/2012,Czechia
3801,Extraliga II,11/23/2013,Czechia
3802,Extraliga v Silovém Trojboji I,1/1/2006,Czechia
3803,Extraliga v Silovém Trojboji I,9/16/2006,Czechia
3804,Extraliga v Silovém Trojboji I,9/15/2007,Czechia
3805,Extraliga v Silovém Trojboji I,10/11/2008,Czechia
3806,Extraliga v Silovém Trojboji I,9/26/2009,Czechia
3807,Extraliga v Silovém Trojboji II,10/27/2007,Czechia
3808,Extraliga v Silovém Trojboji II,11/15/2008,Czechia
3809,Extraliga v Silovém Trojboji II,11/14/2009,Czechia
3810,Extraligy v Silovém Trojboji I,10/4/2003,Czechia
3811,Extraligy v Silovém Trojboji II,11/22/2003,Czechia
3812,Fairfield Darrell Piske Memorial Powerlifting Meet,1/17/2019,USA
3813,Fairfield Invitational,1/30/2010,USA
3814,Fairfield Invitational,1/30/2014,USA
3815,Fairfield Invitational,1/17/2015,USA
3816,Fairfield Last Qualifier,2/26/2015,USA
3817,Fairfield Last Qualifier,2/25/2016,USA
3818,Fairfield Last Qualifier,2/23/2017,USA
3819,Fairfield Last Qualifier,2/21/2019,USA
3820,Fairfield Quad,1/26/2012,USA
3821,Fairfield Qualifier,2/25/2010,USA
3822,Falcon Invitational,2/1/2014,USA
3823,Falcon Invitational,1/15/2015,USA
3824,Falkøping åpent stevne,1/30/2011,Norway
3825,Fall Bash,10/25/2014,USA
3826,Fall Championship,9/12/2015,USA
3827,Fall Classic,9/22/2012,USA
3828,Fall Classic,11/3/2012,USA
3829,Fall Classic,10/10/2015,USA
3830,Fall Classic,9/10/2017,USA
3831,Fall Classic/SoCal Regional,11/14/2015,USA
3832,Fall Festival,11/1/2014,USA
3833,FALL FESTIVAL OF POWER,11/1/2014,USA
3834,Fall Festival of Power,11/7/2015,USA
3835,Fall Festival of Power,11/5/2016,USA
3836,Fall Festival of Power,11/4/2017,USA
3837,Fall Festival of Power,11/3/2018,USA
3838,Fall Filibuster,9/1/2018,USA
3839,Fall Madness,11/6/2010,USA
3840,Fall Men's Open,11/6/2010,USA
3841,Fall Open,10/23/2015,USA
3842,Fall Open,10/7/2017,USA
3843,Fall Open,10/6/2018,USA
3844,Fall Pittsburgh Raw Open,11/4/2018,USA
3845,Family Fitness Work Summer Bash,9/22/2018,USA
3846,Family Fitness Works Classic,2/17/2018,USA
3847,Family Fitness Works Classic,3/9/2019,USA
3848,Far East Championships,9/8/1984,Japan
3849,Far East District Championships,1/18/2008,Russia
3850,Far East Invitational,10/31/1992,Japan
3851,Far Eastern Frontier tournament,10/15/2016,Russia
3852,Far Eastern Powerlifting Championships,12/8/2013,Russia
3853,Far-East District Powerlifting Championships,1/23/2009,Russia
3854,Far-Eastern Powerlifting Championships,1/19/2007,Russia
3855,Farm Qualifier,5/23/2015,England
3856,FCA Lift Off boys,1/19/2019,USA
3857,FCA Liftoff,1/20/2018,USA
3858,Feðgamót í kraftlyftingum,8/5/1983,Iceland
3859,Febrúar-mót ÍBV í kraftlyftingum,2/3/1979,Iceland
3860,February Might and Power,2/15/2009,Australia
3861,Femme Fatale Ladies of Strength,4/14/2018,USA
3862,Femme Fatale Powerlifting Meet,5/2/2015,USA
3863,Ferrigno Legacy,11/18/2017,USA
3864,Festival of Strength,9/8/2018,USA
3865,FH mót í kraftlyftingum,4/22/1995,Iceland
3866,FH mót í kraftlyftingum,4/25/1998,Iceland
3867,FH mót í kraftlyftingum,6/26/1999,Iceland
3868,Filthy Little Secret,5/6/2017,USA
3869,FINAL BOYS RESULTS,2/11/2017,USA
3870,Finale Bundesliga KDK,5/26/2018,Germany
3871,Finale Bundesliga Kraftdreikampf,5/28/2016,Germany
3872,Finale Bundesliga Kraftdreikampf,5/27/2017,Germany
3873,Finals,3/6/2015,USA
3874,Finals,3/3/2017,USA
3875,Finals,3/2/2018,USA
3876,Finals,3/1/2019,USA
3877,Finger Lakes Championships,10/28/2017,USA
3878,Finmarkmesterskapet,2/27/2010,Norway
3879,Finnish Nationals,3/25/2017,Finland
3880,Finnmarkmesterskapet,2/7/2004,Norway
3881,Finnmarkmesterskapet,2/21/2006,Norway
3882,Finnmarkmesterskapet,1/20/2007,Norway
3883,Finnmarkmesterskapet,2/2/2008,Norway
3884,Finnmarkmesterskapet,3/7/2009,Norway
3885,Finnmarkmesterskapet,1/22/2011,Norway
3886,Finnmarkmesterskapet,1/28/2012,Norway
3887,Finnmarkmesterskapet,1/19/2013,Norway
3888,Finnmarksmesterskap i Styrkeløft,2/7/2014,Norway
3889,Finnmarksmesterskapet,2/5/2005,Norway
3890,Fire/Police US Grand Nationals,9/12/1987,USA
3891,Firework Open,11/2/2014,UK
3892,First All Women's Powerlifting Contest,9/5/1975,USA
3893,First Annual Randolph Powerlfting Meet,1/27/2018,USA
3894,First Annual Raw Collegiate Cup,11/17/2013,USA
3895,First Maker Cup,10/4/2018,Russia
3896,First State Power Frenzy,9/30/2006,USA
3897,First State Power Frenzy,11/7/2009,USA
3898,FISD Invitational,2/19/2015,USA
3899,Fist Full of Steel,4/29/2017,Canada
3900,Fit Con World Cup,4/29/2016,USA
3901,Fit Physique Classic,3/24/2012,USA
3902,FitCon World Cup,4/21/2017,USA
3903,FitCon World Cup,4/6/2018,USA
3904,FitCon World Cup Open,4/12/2019,USA
3905,Fitness 2000 New Jersey Champs,11/20/1994,USA
3906,Fitness Land Open Cup,3/11/2017,Israel
3907,Flanders Championships,4/26/2004,Australia
3908,Flex Classic,9/10/2016,USA
3909,Flex Classic,9/2/2017,USA
3910,Flex Classic Powerlifting and Bench Press Championship,8/15/2018,USA
3911,Florence Buffalo Powerlifting Invitational,1/15/2015,USA
3912,Florence Buffalo Powerlifting Invitiational,1/14/2016,USA
3913,Florence Invitational,2/8/2018,USA
3914,Florence Invitational,2/8/2019,USA
3915,Florence Powerlifting Invitational,2/12/2011,USA
3916,Florence Powerlifting Invitational,2/11/2012,USA
3917,Florence Powerlifting Invitational,2/9/2017,USA
3918,Florida Championship,3/30/1990,USA
3919,Florida Championship,10/20/1990,USA
3920,Florida Championships,4/1/1989,USA
3921,Florida Championships,8/26/1995,USA
3922,Florida Championships,2/27/2010,USA
3923,Florida Collegiate,11/16/2014,USA
3924,Florida Last Chance Qualifier,9/3/2017,USA
3925,Florida Memorial Day Championship,5/26/2013,USA
3926,Florida Senior Games,12/9/2017,USA
3927,Florida Senior Games,12/8/2018,USA
3928,Florida SLG Series Presents Hybrid Performance Method,12/15/2018,USA
3929,Florida State,8/21/1993,USA
3930,Florida State,8/27/1994,USA
3931,Florida State,6/3/1995,USA
3932,Florida State,8/17/1996,USA
3933,Florida State,5/30/1998,USA
3934,Florida State,5/29/1999,USA
3935,Florida State Championship,2/16/2019,USA
3936,Florida State Championships,7/25/1981,USA
3937,Florida State Championships,12/4/1982,USA
3938,Florida State Championships,2/19/2011,USA
3939,Florida State Championships,3/14/2015,USA
3940,Florida State Championships,2/19/2017,USA
3941,Florida State Championships,9/1/2018,USA
3942,Florida State Citrus Open,6/6/1998,USA
3943,Florida State Meet,2/17/2018,USA
3944,Florida State Open,8/30/1997,USA
3945,Florida State Powerlifting Championship,4/26/2008,USA
3946,Florida State Powerlifting Championships,2/24/2007,USA
3947,Florida State Powerlifting Championships,3/3/2013,USA
3948,Florida State Powerlifting Championships,5/24/2014,USA
3949,Florida Summer Classic,8/25/2013,USA
3950,Forney Invitational,1/9/2010,USA
3951,Forney Invitational,1/7/2011,USA
3952,Forney Invitational,1/14/2012,USA
3953,Forney Invitational,1/17/2015,USA
3954,Forney Invitational,2/16/2019,USA
3955,Forney Invitational Boys,1/12/2013,USA
3956,Forney Invitational-boys,1/18/2014,USA
3957,Forney Last Chance Meet,2/21/2015,USA
3958,Forsan Buffaloes Invitational,2/13/2016,USA
3959,Fort Lauderdale Fit Expo,10/21/2017,USA
3960,Fort Stockton,2/13/2010,USA
3961,Fort Stockton Power Meet,2/12/2011,USA
3962,Fort Stockton Power Meet,1/21/2012,USA
3963,Fort Stockton Power Meet,2/11/2017,USA
3964,Fort Worth Arlington Heights Yellow Jacket Powerlifting Meet,2/12/2016,USA
3965,Fortius Labor and Lift Open,9/8/2018,USA
3966,Fortus Classic,3/5/2011,Australia
3967,Fossil Ridge Meet,2/3/2016,USA
3968,Fossil Ridge meet,2/1/2017,USA
3969,Foundation SA Grading,2/13/1994,Australia
3970,Four Nations Championships,10/15/2005,UK
3971,Fox Powerlifting Cup,2/3/2018,Netherlands
3972,Framfaramót í kraftlyftingum,10/12/1985,Iceland
3973,Frank Kostyo Memorial,3/21/1998,USA
3974,Freakfest,10/29/2016,USA
3975,Freedom Festival Open,6/27/1981,USA
3976,Freedom Fitness Classic,12/2/2017,USA
3977,Freedom Fitness Classic,12/15/2018,USA
3978,Freer Powerlifting Meet,1/26/2019,USA
3979,Freer Powerlifting Meet-Boys,1/26/2013,USA
3980,Fresno Classic Open,2/17/2018,USA
3981,Fresno March Madness,3/2/2019,USA
3982,Fresno Open,4/28/2018,USA
3983,Friendship Championships Between Kazakhstan and Japan,3/28/1993,Kazakhstan
3984,Friona Chieftain Powerlifting Championships,1/9/2010,USA
3985,Friona Chieftain Powerlifting Championships,1/8/2011,USA
3986,Friona Chieftain Powerlifting Championships,1/7/2012,USA
